5MH12700712,FRONT LH / RH 3D POINT CONNECTION
5MH12716440,HPFE ROTOR EB - 8DEGREE
5MH12718440,BLADES HOLDER ROTOR L=1754
5MH12718560,COMPLETE FRAME
5MH12816560,165M COMPLETE FRAME
5MH29100304,CARTER GASKET CAT.NC-PS
5MH29100308,GEAR Z=37
5MH29100317,BEARING SET (30207)
5MH59400581,"SPACER RING D=52, D=35.4, T=4.5"
5MH63100102,BEVEL GEAR PAIR
5MH63112538,HINGE PIN LEVELLING PLATE
5MH63114209,TRANSMISSION SHAFT
5MH63114538,HINGE PIN LEVELLING PLATE
5MH63116538,HINGE PIN LEVELLING PLATE
5MH63118209,TRANSMISSION SHAFT 185C
5MH63118538,HINGE PIN LEVELLING PLATE
5MH63120538,HINGE PIN LEVELLING PLATE
5MH68100301,CARTER ASSEMBLY
5MHF01010027,"BOLT M10X1,25X45"
5MHF01010053,BOLTM12X1.25X45
5MHF01010055,BOLT M 12X1.25X50
5MHF01010057,BOLT M 12X1.25X60
5MHF01010114,"OLT M16X 1,5X 50 U5738 8.8 ZN"
5MHF01010125,"BOLT M16X 1,5X100 U5738 10.9 ZD"
5MHF01010128,"BOLT M 16X1,5X130"
5MHF01010131,"BOLT M 16X1,5X140"
5MHF01010244,BOLT M10X1.25X25
5MHF01010246,BOLT M 10X1.25X25
5MHF01010249,"BOLT M10X1,25X 30 U5740 10.9 BR"
5MHF01010250,BOLT M 10X1.25X30
5MHF01010251,"BOLT M10X1,25X30 U5740 10.9DL"
5MHF01010281,BOLT M 12X1.25X25
5MHF01010283,BOLT M 12X1.25X30
5MHF01010288,BOLT M 12X1.25X35
5MHF01010291,"BOLT M12X1,25X40 U5740 8.8 ZN"
5MHF01010317,BOLT M 14X1.5X35
5MHF01010319,BOLT M 14X1.5X45
5MHF01010341,BOLT M 16X1.5X45
5MHF01010350,"BOLT M12X1,25X35 U5740 10.9"
5MHF01010365,BOLT 18X55 MB 5740 8.G ZN
5MHF01010404,"BOLT M12X1,25X 40 U5738 10.9ZD"
5MHF01020041,BOLT M6X 1X45 U5737 8.8 ZN
5MHF01020043,SCREW M6X1X60 U5737 8.8 ZN
5MHF01020047,BOLT M6X 1X70 U5737 8.8 ZN
5MHF01020050,BOLT M6X 1X80 U5737 8.8 ZN
5MHF01020068,"BOLT M8X1,25X40 U5737 8.8 ZN"
5MHF01020110,BOLT M 10X40 U5737 8.8
5MHF01020112,"BOLT M10X1,5X45 U5737 8.8 ZN"
5MHF01020116,"BOLT M10X1,5X60"
5MHF01020122,SCREW T.E. ZN M10X70 UNI 5737
5MHF01020144,"BOLT M10X 1,5X 75 U5737 8.8"
5MHF01020156,"BOLT M12X1,75X50 U5737 8.8 ZN"
5MHF01020168,"SCREW M12X1,75X90 U5737 8.8 ZN"
5MHF01020182,BOLT 12X160 5737 8.G
5MHF01020183,"BOLT M12X1,75X170 5737 8.8 ZN"
5MHF01020225,BOLT M 14 X160 U5737
5MHF01020233,BOLT M14X 2X200 U5737 8.8 ZB
5MHF01020236,BOLT M14X2X220 U5737 8.8 BR
5MHF01020381,BOLT M5X 0.8X20 U5739 A2 IX
5MHF01020382,BOLT 5 X25 5739 8.G GALVANIZ.
5MHF01020403,BOLT M6X1X16 U5739 8.8 ZN
5MHF01020404,BOLT M 6X1X20
5MHF01020408,BOLT M 6X1X30
5MHF01020419,BOLT M6 X1 X 16 U5739 8.8 IX
5MHF01020432,BOLT M8X 1.25X16 U5739 8.8 ZN
5MHF01020436,BOLT M 8X20
5MHF01020440,"BOLT M8X1,25X 25 U5739 8.8 ZN"
5MHF01020448,"BOLT M 8X1,25X30 U5739 10.9 BR"
5MHF01020449,BOLT M8X1.25X35 U5739 8.8 ZN
5MHF01020451,BOLT M8X45
5MHF01020463,BOLT 10X25 5739 INOX A2
5MHF01020465,BOLT 10X35 5739 INOX
5MHF01020472,BOLT 10X25 5739 8.G GALVANIZED
5MHF01020476,SCREW T.E. ZN M10X30 UNI 5739
5MHF01020479,"BOLT M10X1,5X35 U5739 8.8 ZN"
5MHF01020483,"SCREW M10X1,5X40 U5739 10.9 ZD"
5MHF01020508,BOLT M 12X25
5MHF01020510,BOLT M 12X30
5MHF01020512,"BOLT M12X1,75X35 5739 8.8 ZN"
5MHF01020517,"SCREW M12X1,75X50 5739 8.8 ZN"
5MHF01030055,BOLT M8X1.25X20 U5933 10.9 ZD
5MHF01030122,"OLT M12X1,25X 40 U5740 10.9 ZD"
5MHF01050086,BOLT M6X10
5MHF01060040,"BOLT M8X1,25X20 U5732 4.6 ZN"
5MHF01070011,BOLT- SELF-TAPPING 4-2X9-5T.E.
5MHF01070075,BOLT 4-2X38 DIN 7981
5MHF01090215,BOLT 8X15 UNI 5449 5.8 GALVANI
5MHF01100011,GREASE NIPPLE M6X1 7663-A ZN
5MHF01100012,THREADED NIPPLE
5MHF01200073,NUT M12X1.25
5MHF01200220,"NUT M 5X 0,8 UNI 5588 6.8 GALVANIZE"
5MHF01200232,NUT M 6X 1 UNI 5588 6.8 GALVANIZED
5MHF01200233,NUT M 6X 1 U5588 IX
5MHF01200244,NUT M8 ZN UNI 5588
5MHF01200270,NUT M10 ZN UNI 5588
5MHF01200271,NUT 10 U5588 6.8 INOX
5MHF01200293,"NUT M12X1,75 U5588 6.8 ZN"
5MHF01200306,NUT M14X2 U5588
5MHF01200416,NUT 10 UNI5589 6.8 GALVANIZED
5MHF01200442,NUT 16X1-5 UNI 5589 6.8
5MHF01220011,SELF LOCKING NUT M6 980-V
5MHF01220022,"NUT M 8X1,25 D980 8 ZN"
5MHF01220033,"NUT M10X1,5 D980 8ZN"
5MHF01220034,SELF LOCKING NUT M10X1.25 98
5MHF01220047,"NUT M12X1,25 D980 8ZN"
5MHF01220048,SELF LOCKING NUT M12X1.75 98
5MHF01220059,SELF LOCKING NUT M14X1.5 980
5MHF01220070,"NUT M16X 1,5 D980 8 ZN"
5MHF01230019,"SELF-LOCKING NUT M 5X 0,8 D982"
5MHF01230022,SELF-LOCKING NUT M 6X 1 D982 8 ZN G
5MHF01230048,"NUT M10X 1,5 D982 8 ZN"
5MHF01230098,"NUT M18X 2,5 D982 8 ZN"
5MHF01230143,NUT M24X2 D982 8 ZN D982
5MHF01230273,NUT M24X3 DIN985 ZN
5MHF01240012,NUT 6 UNI 5448 5.8 ZN
5MHF01240024,NUT M8 UNI 5448 5.8 ZN
5MHF01250040,COLUMN NUT M12X1.5 STUD BOLT
5MHF01410023,"WASHER M5 5,3X 10X 1 U6592"
5MHF01410037,PLANE WASHER D.6
5MHF01410064,WASHER M10 ZN UNI 6592
5MHF01410076,"WASHER 13X24X2,5 U6592 ZN"
5MHF01410088,"WAS.M14 15X 28X2,5 U6592 ZB"
5MHF01410100,PLANE WASHER D.16
5MHF01420036,FLAT WASHER 6-6X 18X2 6593 ZN
5MHF01420037,"WASHER M6 6,4X24X2 U6593 ZN"
5MHF01420059,"WASHER 11X30X2,5 6593 A2"
5MHF01420060,"WASHER 10,5X30X2,5"
5MHF01430023,WASHER D10 DIN 6798 D.INT.ZN
5MHF01430035,WASHER D5 DIN 6798 D.INT.ZN
5MHF01430047,WASHER D6 DIN 6798 D.INT.GALV.
5MHF01430059,"WASHER M8 8,4X15X0,8 U8842J ZN"
5MHF01440033,"SPRING WASHER D.35,2X45X1"
5MHF01440086,"WASHER 23X40X0,5 D988 ST2K60 BR"
5MHF01460115,WASHER D8 DIN 137
5MHF01480099,GROWER WASHER D.8
5MHF01480112,GROWER WASHER D.10
5MHF01480123,GROWER WASHER D.12
5MHF01480134,GROWER WASHER D.14
5MHF02010022,SELF LOCKING NUT M35X1.5
5MHF02010122,SELF LOCKING NUT M30X1.5
5MHF02010133,SELF LOCKING NUT M40X1.5
5MHF02050045,SEEGER RING 16X 1 U7435 C70
5MHF02050101,"SEEGER RING E. 25X1,2 7435 C70"
5MHF02050146,SEEGER RING D.35
5MHF02050370,"SEEGER RING 47X 1,75 U7437 C70"
5MHF02050403,SEEGER RING D.72
5MHF02050471,SEEGER RING D.100
5MHF02100079,PIN EL. 5X 16 U6873 C70 BR
5MHF02100083,PIN EL. 5 X24 DIN 1481
5MHF02100087,PIN EL. 5 X30 DIN 1481
5MHF02100106,ELASTIC PIN 6X20
5MHF02100109,PIN EL. .6 X24 DIN 1481
5MHF02100114,ELASTIC PIN 6X30
5MHF02100121,ELASTIC PIN 6X40
5MHF02100126,PIN E.P. 6X 60 U6873 C70 BR.
5MHF02100141,BR PIN EL. 8X 36 U6873 C70
5MHF02100146,PIN EL. .8 X55 DIN 1481
5MHF02100312,SAFETY PIN D.8X45 ZN
5MHF02100314,PIN EL.5 X36 DIN 1481 INOX
5MHF02150012,PARALLEL KEY 5X 5X 10 U6604A
5MHF02200137,SPLIT PIN 2 X15 1336 GALVAN.
5MHF02200200,SPLIT PIN 4 X70 1336 GALVAN.
5MHF02200227,PIN 5X 30 U1336 ZN
5MHF02200229,SPLIT PIN 5X 45 U1336 ZN
5MHF02200246,PIN 6 X45 U1336 ZN
5MHF02200452,"SNAP PIN D4,4 B/80 ZN"
5MHF02200507,SNAP PIN D9 B/83 ZN
5MHF02200529,SPLIT PIN D.11
5MHF02200562,SNAP PIN D.8X70 ZN
5MHF02200584,PIN D12 L70 ZN
5MHF02250077,3X14 ALUMINIUM PULL RIVET
5MHF02250683,CYLINDRICAL NUT 8 TC 40
5MHF02300025,H.12 STRING FASTENING STRAPS 90/110
5MHF03010080,OIL SEAL 35X47X7
5MHF03010304,OIL SEAL 50X65X8
5MHF03010504,GASKET OR 34.65X1.78 NBR
5MHF03010576,GASKET OR 033 DOWTY
5MHF03010664,"O.R. 85,32X3,53 NBR 70"
5MHF03010684,"GASKET OR 94,84X3,53 NBR"
5MHF03011075,SEALING RING 24X32X4
5MHF03011081,LIP GASKET DE100
5MHF03100391,POLIURETHAN PIPE 8-6
5MHF03100500,TUBE EOLO 35 PU
5MHF03100506,TUBE EOLO PU D.45
5MHF03150722,M52 X 2 PLUG 700
5MHF03150757,SCREWED PLUG FOR PLASTIC TANK
5MHF03151200,C5 1/8' 6/8 UNION 90°
5MHF03151206,UNION STRAIGHT C1 1/8'' 6/8
5MHF03151288,VACUUM METER 0-100 MBAR C.SM.INC.D8
5MHF03151356,VACUUM GAUGE SCALE
5MHF04010084,"BEARING D17D47 B22,2 3303 2RS"
5MHF04010156,BEARING D20 D47 B14 6204 2RSH
5MHF04010215,BEARING D30 D72 B19 6306
5MHF04010216,BEARING D35 D80 B21 6307
5MHF04010222,BEARING D45 D100 B25 6309
5MHF04050014,"BEARING D35 D72 T18,25 30207"
5MHF04050018,"BEARING D45 D85 T20,75 30209"
5MHF04050019,"BEARING D50 D90 T21,75 30210"
5MHF04050070,"BEARING D35 D72 T24,25 32207"
5MHF04050076,BEARING 32009
5MHF04100027,BEARING SET N
5MHF04100137,SUPPORT FY 25 TF
5MHF04100149,BEARING D16 D40 B39 WPL
5MHF04150024,PAP BUSH 15X17X25
5MHF05010076,LAMP KIT LIGHTS COMPLETE
5MHF05010080,LIGHT WIRING HARNESS
5MHF05010221,ROUND REFLECTOR
5MHF05050020,CONVEYOR PLUG D.39
5MHF0510025,PLUG
5MHF05150058,"POLYAM.CLAMP 7,8X550 31920"
5MHF05150399,ROPE
5MHF05150479,PRESSURE GAUGE REST WASHER
5MHF06010160,BELT POLY V 1287 J-16
5MHF06010161,BELT- POLY V 1016 J-16
5MHF06080008,CHAIN 1/2 ISO 083 16 LINKS
5MHF06080168,CHAIN 5/8 ISO 10B 86
5MHF06080196,CUT-DOWN CHAIN .1/2 ISO 083 32
5MHF06080230,CHAIN 5/8 ISO 10B 46
5MHF06120022,COMPL. WHEEL RIM FARMF. 370X165
5MHF06120113,COMPL. WHEEL 5.00-15 6PR RH.
5MHF06120134,INNER TUBE 15 L.290
5MHF06120155,"TYRE FARMF. 370X165 ""A"""
5MHF06120165,COVER 2' X 13'
5MHF06120170,TYRE 5.00-15 IM110 4PR
5MHF06120181,RUBBER RING 1X12'
5MHF06120206,RIM 3.00 D 15 PV RAL 9001
5MHF06120405,RUBBER WHEEL 320X47 PLA WP R
5MHF06120440,RUBBER WHEEL 320X47 PLA WPL C
5MHF06120475,21 F06120475
5MHF06220010,BOLT M12X25
5MHF06220018,3-LOBE HANDWHEEL D.65-M8X15
5MHF08010432,FORK 3/8Z6 LT *WN
5MHF08010433,FORK WITH EXTERNAL PIPE
5MHF08010434,FORK WITH INTERNAL PIPE
5MHF08010435,SHEAR PIN
5MHF08010469,YOKE FORK WITH INTERNAL PIPE
5MHF08010470,YOKE FORK WITH EXTERNAL PIPE
5MHF08010477,YOKE FORK 3/8Z6 LT *WN
5MHF08010541,FORK 1-3/8 Z21 LT MJ.
5MHF08010707,SPIDER ASSY
5MHF08010717,CROSS SPIDER ASSY
5MHF08010725,FORK WITH INTERNAL PIPE + PIN
5MHF08010726,FORK WITH EXTERNAL PIPE + PIN
5MHF08011183,COMPLETE PROTECTION
5MHF08011191,COMPLETE PROTECTION
5MHF08011198,SHEAR PIN CLUTCH
5MHF08011711,PTO SHAFT B1 Z6-Z6 L700
5MHF08011768,COMPLETE CARDON SHAFT
5MHF08011797,PTO SHAFT CAR*30 WN 38Z6 BUL 2100 L
5MHF08011835,BUTTON + SPRING
5MHF08011837,PTO SHAFT ASSEMBLY
5MHF08011853,CARDAN SHAFT WX70 WN 38Z6 BUL 2300
5MHF08011859,PTO TT38 WN 38Z6 BUL 2600 L78
5MHF08011866,CAR 38 MJ 38Z21BUL 2300   L790
5MHF08011871,COMPLETE PTO SHAFT ASSEMBLY CAR
5MHF08012050,YOKE FORK 3/8Z6 LT *WN
5MHF08012051,YOKE FORK WITH EXTERNAL PIPE
5MHF08012052,YOKE FORK WITH INTERNAL PIPE
5MHF08012053,CROSS SPIDER ASSY
5MHF08012054,SHEAR PIN
5MHF08012055,COMPLETE PROTECTION
5MHF20100035,BOLT D19X86X43 ZN
5MHF20100049,PIN M
5MHF20100063,PIN M
5MHF20100078,PIN D28 L93 C43 ZN
5MHF20100133,PIN D25 L122 C43 ZN
5MHF20100136,BOLT D28 L109 C43 ZN
5MHF20110021,BOLT M12X1.25X35  P
5MHF20110705,"U BOLT Q.B=40 M=10X1,5 L=62"
5MHF20110706,"U BOLT Q.B=35 M=10X1,5 L=60"
5MHF20110770,U BOLT Q.B=80 M=14X2 L=119
5MHF20110780,U BOLT R.B=150 H100 M14X2 L129
5MHF20120346,Q 35 WINGS.POLIT.BLACK
5MHF20120400,SHAFT HOOK SUPPORT
5MHF20120401,LOCK
5MHG10123970,"DISK 104 HOLES D.2,00 SP"
5MHG10124010,DISK 60 HOLES D.4-5 SP
5MHG10124020,DISK 72 HOLES D.4-25 SP
5MHG10124030,STEEL DISK 26 HOLES D 1.0 SP
5MHG10124040,"DISK ST. 72 H. D 2,5"
5MHG10124060,DISC 26 F. D.4
5MHG10124070,DISK 36 HOLES D.1.7 SP
5MHG10124090,"DISK 6 HOLES D.4,5"
5MHG10124100,"DISK 6 HOLES D.3,0"
5MHG10150291,AIR PUMP PROTECT. GRID
5MHG13616570,LIGHT SUPPORT
5MHG13616620,LIGHT KIT
5MHG13810342,CONTROL COUPLING 3. POINT
5MHG13812311,CHAIN WITH SPRING
5MHG13822440,ASSY.INCREASED COVER
5MHG13825091,FURROW OPENER DISK D.373
5MHG13912050,STOP WASHER
5MHG13912060,STOP PLATE
5MHG14276330,TUBE SUPPORT
5MHG14820991,ADJUSTER
5MHG14821590,FARMFLEX WHEEL 370X165 DEPTH.
5MHG14830390,SQUARE-HOLED BEARING
5MHG15110091,STRIKER BRIDE 150 MM
5MHG15112691,STAND ST250
5MHG15171381,FERTILIZER SUPPORT RH
5MHG15171391,FERTILIZER SUPPORT LH.
5MHG15171650,TUBE Q. 35X 4X 940
5MHG15211250,RECTANGULAR PIPE 150X100X2990
5MHG15220540,NUT M16X1-5 LEFT
5MHG15223651,DISK BEARING SUPPORT
5MHG15225500,COMPL. FULLY PROTECTED DISC COULTER
5MHG15275790,COMPL. FRONT PLASTIC FERTILIZER SUP
5MHG15410921,ROW MARKER SWITCH
5MHG15410950,FLAT LEVER
5MHG15410960,PRESSED LEVER
5MHG15410990,ROWMARKER SNAP LEVER
5MHG15411110,SNAP LEVER SUPPORT
5MHG15411120,LEVERS HOOK UP STOP
5MHG15411130,ROWMARKER ROPE STOP SP
5MHG15411141,AUTOMATIC LOCK
5MHG15411260,LIGHT FORK
5MHG15412640,LIGHT SUPPORT
5MHG15412682,ASSY L.ROWMARKER SUPPORT
5MHG15412691,ROW MARKER ARM LEFT
5MHG15412810,ROW MARKER ROPE LINKAGE
5MHG15412852,DX ASSY R.ROWMARKER SUPPORT
5MHG15412861,RH FOLDING ARM
5MHG15420102,UPPER PARALLEL
5MHG15420714,ASS.SUPP.CORN BLADE H118
5MHG15420735,COMPL.CORN COULTER
5MHG15420852,GROUND LEVELLER
5MHG15421080,SEED COVER AXLE
5MHG15421111,COUPLING PLATE 150
5MHG15421141,COMPL. PINION HOLDER SPINDLE
5MHG15421151,CUTTER SPRING STOP
5MHG15421232,ARM BUSHING PARALLEL SP.8
5MHG15421830,SP COUPLING
5MHG15421850,WARNING SPINDLE
5MHG15421870,DISTRIBUTOR DISCHARGE DOOR
5MHG15422091,GEARBOX SUPPORT
5MHG15422211,RIGHT SOIL SCRAPER DISC
5MHG15422221,LEFT SOIL SCRAPER DISC
5MHG15422231,SCRAPER DISK
5MHG15422241,SP SEED TANK ASSY.
5MHG15422361,DISKS SUPPORT
5MHG15423390,COULTER EXTENSION
5MHG15423400,SPACER
5MHG15423841,COMPL. V WHEELS REGULATOR
5MHG15430090,SOIL SCRAPER
5MHG15430321,CHAIN STRETCHER ROLLER
5MHG15430331,GEAR LEVER
5MHG15430340,GEAR SPINDLE L.144
5MHG15430501,GEARBOX INNER SPACER
5MHG15430711,GEAR COVER
5MHG15431020,GEAR BOLT STOP
5MHG15450051,RIGHT SUPPORT
5MHG15450061,LEFT SUPPORT
5MHG15450091,DRIVEN PULLEY SUPPORT
5MHG15450270,GALVANIZ. BOLT 10X130 8.8
5MHG15450280,VACUUM PUMP PROTECTION
5MHG15450310,DRIVING PULLEY 1000 REVS
5MHG15450342,COMPL.PROTECTION BELT
5MHG15450390,DRIVEN PULLEY D.28
5MHG15450440,DUCTING 8 W *
5MHG15450500,BELT GUARD 1000 RPM
5MHG15470232,FLAT SPRING SUPPORT 150
5MHG15470580,TANK TOP 850
5MHG15470632,CENTRAL FERTILIZER HOPPER SUPPORT R
5MHG15470642,CENTRAL FERTILIZER HOPPER SUPPORT L
5MHG15470700,GRID 850
5MHG15470780,CLEANING DOOR
5MHG15470810,ROPE GUIDE
5MHG15471661,FLAT SPRING SUPPORT R.T 150
5MHG15471671,FLAT SPRING SUPPORT L.T 150
5MHG15471930,GUARD PROTECTION
5MHG15471990,SCREW SUPPORT
5MHG15472760,PLASTIC TANK GRID 850
5MHG15472770,COMPL.PLAS.FERTIL.DISTR.8RIBS MINIM
5MHG15472780,PLASTIC FERT. SPREADER PLUG
5MHG15472790,PLAS.FERT.TANK 850 2 OUT. RH
5MHG15472800,PLAS.FERT.TANK 850 2 OUT.
5MHG15472901,SQ. FERTILIZER SPREADER SUPPORT
5MHG15850200,DIFFUSION AIR PUMP FRAME B-TI
5MHG16033200,TRANSFER CASE
5MHG16610010,WINGED BOLT M14X165
5MHG16610020,WINGED BOLT M14X215
5MHG16610110,FRAME PLUG 150X100 B319
5MHG16610160,ROWMARKER DISK BEARING SUPPORT
5MHG16610170,ROW MARKER DISK D.320
5MHG16610180,DISC SUPPORT PIN
5MHG16610190,END BEARING ZN
5MHG16610200,DISC D.320 COMPL
5MHG16610230,U BOLT FOR DISK SLEEVE
5MHG16610430,BOTTOM ZN.
5MHG16610462,3RD POINT 2° CAT.
5MHG16620010,SUGAR BEET EJECTOR
5MHG16620061,BEET DISTRIBUTION ASSEMBLY
5MHG16620101,COMPL. DISTRIBUTOR BODY SP540
5MHG16620120,DISTRIBUTION ASSEMBLY SP540
5MHG16620130,GEARBOX SUPPORT
5MHG16620160,EQUALIZER
5MHG16620181,CUTTER SUPPORT ASS. DEEP SEEDI SUPP
5MHG16620220,HOOK - CUTTER DEEP SEEDING
5MHG16620240,PEANUT COULTER SUPPORT
5MHG16620260,COMPL. PEANUT COULTER SP540
5MHG16620310,CENTRAL CASING SP540
5MHG16620360,POSITIONING PLATE FOR FIXED SELEC
5MHG16620410,V WHEELS SUPPORT
5MHG16620430,WHEELS SUPPORT
5MHG16620470,CENTRAL PLUG H=7.5
5MHG16620530,INSPECTION DOOR
5MHG16620540,SAFETY HATCH
5MHG16620550,REGULATION SUPPORT
5MHG16620690,SEED COVER CORN RIGHT
5MHG16620700,SEED COVER CORN LEFT
5MHG16620730,COMPONENT LOWER AXLE
5MHG16620811,SELECTOR
5MHG16620840,STAINLESS STEEL BLADE
5MHG16620850,SEED DISTRIBUTOR
5MHG16621000,ASS.SUPP.CORN BLADE H160
5MHG16621030,CORN BLADE H160
5MHG16621060,ASSEMBLED GEAR BOX Q.16 SP
5MHG16621210,BRACKET
5MHG16621830,DEPTH WHEEL HANDLE SP ASS.BLY
5MHG16630010,COMPL. GEARBOX 150
5MHG16630290,"WHEEL SUPPORT 5,00-15"
5MHG16630311,TRASM.SUPPORT SP541
5MHG16630320,ZN CONEXIN SOP.
5MHG16630351,RIGHT CARTER
5MHG16630361,LEFT CARTER
5MHG16630370,FREE WHEEL GEAR Z-23 CSK25
5MHG16630380,STRIKER PLATE 100X70-3 4F
5MHG16630390,PINION Z-15 ZN
5MHG16630400,PINION Z-16 ZN.
5MHG16630410,PINION Z-23 ZN.
5MHG16630420,PINION Z-25 ZN.
5MHG16630430,PINION Z-30 ZN.
5MHG16630810,"GEARS KIT Z8 5/8""X3/8"""
5MHG16630840,ASSY GEARBOX Q.150
5MHG16670011,SPREADER SUPPORT
5MHG16670600,SQUARE SPRING FERT COULTER
5MHG16670610,FLAT FERT.ELEMENT MOWER
5MHG17111290,DISK SLEEVE U BOLT
5MHG18700510,"GROWER 32 X 40 X 0,6 ZN"
5MHG18701140,WASHER 11 X 35 X 5
5MHG18701500,"WASHER 29,5 X 38 X 0,3"
5MHG18701600,WASHER 35.5 X 50 X 3 ZN
5MHG18701820,"WASHER 16,5X25X1,0 ZN"
5MHG18701890,FLARED WASHER D.8.5 ZN.
5MHG18801270,BUSHING 21 X25 X12 ZN
5MHG18801610,BUSHING 10.25 X 16 X 11 ZN
5MHG18802170,"BUSH 12,25X30X40 ZN"
5MHG18901092,FLAT SPRING MANURING LEG SP
5MHG18902260,ROPE GUIDE ZN
5MHG18902481,COULTER HOOK-UP TRACT. SPRING
5MHG18902680,GALV.TANK TRACT.SPRING SV290
5MHG18902770,SPRING 20X20 FERTILIZER RIGHT
5MHG18902780,SPRING 20X20 FERTILIZER LEFT
5MHG18902861,PLATE SPRING REINFORCE.
5MHG18902880,PARELLEL LOCK SPRING SP
5MHG18902951,SPEC SPRING ZN DISCHARGE
5MHG18902970,GALVAN. GEAR TRACT. SPRING SP
5MHG18903140,PIPE GUIDE SUPPORT
5MHG18903170,TRACTION SPRING ZN
5MHG18903180,MICRO CONVEYOR SPRING
5MHG18903200,SPIRAL STOP
5MHG18903210,ODD NUMBER ROW MANUR.SPRING
5MHG18903220,ROW MANUR.SPRING REINF.
5MHG18903690,SPRING COUPLING FIXATION
5MHG18903850,DEP GUIDE SPRING 2 PIPE DEPRESS.
5MHG18903860,GUIDE SPRING 3 PIPE ZN
5MHG18903911,PIPE LOCK SPRING D.35
5MHG18904240,SPRING FOR INSPECTION DOOR
5MHG19002131,PDP GUARD
5MHG19002701,PHOTOCELL PROTECTION
5MHG19002710,FERTILIZER TRANSM. PROTECTION
5MHG19002750,SEED TANK COVER 530
5MHG19002840,TOP CARDAN JOINT COVER
5MHG19002850,PINION GUARD PROTECTION
5MHG19002920,PLAST.F.SPREADER DISTRIB.CASING COR
5MHG19003000,CAP FOR FRAME 150
5MHG19003400,DEPTH INDICATING ROD
5MHG19004470,FERTILIZER HOPPER 850
5MHG19005040,FERT. SPREADER
5MHG19005100,TUBE D.63X3X280 BLACK
5MHG19005570,PTO PROTECTION
5MHG19006960,SEED EJECTOR FOR CORN
5MHG19203260,BOLT M5X115 ZN
5MHG19203740,GALVAN. SHANK FASTENING ELEMEN
5MHG19203920,SQUARE SPRING SUPPORT DUAL POSITION
5MHG19203990,SOIL BREAKER SUPPORT
5MHG19204860,SHORE SUPPORT SP-MT
5MHG19700822,DECAL.FELTILIZER TABLE SP540
5MHG19701403,"DECAL.WHEEL 5,00-15"
5MHG19701413,"DECAL.WHEEL 6,50-15"
5MHG19701452,"LABEL WHEEL GEAR 7,50-16"
5MHG19703162,"LABEL WHELL GEAR 6,50-15 EXT"
5MHG19704690,DECAL.DISP.CHAINS/GEAR.R.POST.
5MHG20860012,JOINT SLEEVE L.500
5MHG20860032,WHEEL AXLE L.1160
5MHG20860052,OPENING REGULATOR
5MHG20860086,GEAR 1/2 Z-12 F.Q.
5MHG20860088,GEAR 1/2 Z-12 F.T.
5MHG20860093,ADJUSTMENT BOLT
5MHG20860106,COMPL. FERT.METERING DEVICE ASS.8 G
5MHG20860121,COMPL. STIRRER SPINDLE- RIGHT 850
5MHG20860122,COMPL. STIRRER SPINDLE- LEFT 850 TA
5MHG20860126,KIT- MAN. DISTR. GEARS (2+2)
5MHG20880044,COMPL.IRON FERTIL.DISTR.8 RIBS
5MHG20970035,WASHER 32X4X13
5MHG20970097,WASHER 32X3X4-5
5MHG20970120,WASHER 70X8X28-5
5MHG20970125,WASHER 28X2-5X6-5
5MHG20970142,WASHER 32X4X15-5
5MHG21120067,BRONZE BUSHING
5MHG22220071,HOOTER SIGNALISATION
5MHG22220073,WASHER 28X0-3X16-5
5MHG22220083,LEAD-IN WASHER
5MHG22220085,ARTICULATION
5MHG22220102,RIGHT SHELL
5MHG22220103,LEFT SHELL
5MHG22220105,THRUST BUSHING
5MHG22220113,GEAR Z-10 IRON
5MHG22220124,STRIKER PLATE
5MHG22220132,STRIKER PLATE- ARMS
5MHG22220155,COMP. SPRING SEAL ELEMENT ASSY.
5MHG22230010,BEARING SPACER
5MHG22230012,DRIVING PULLEY 540
5MHG22230014,SPACER
5MHG22230015,ROTOR WHEEL
5MHG22230035,GEARWHEEL BOX COVER
5MHG22230037,SEAL
5MHG22230039,COVER PIN
5MHG22230040,MOBILE SELECTOR ASSY.
5MHG22230041,SELECTOR FIXED
5MHG22230046,DISK GEAR AXLE
5MHG22230047,DISK 20 H. D.5-5 CORN SP
5MHG22230048,DISK 20 H. D.4-5 SUNF..SP
5MHG22230049,DISK 26 H. D.5-5 CORN SP
5MHG22230050,"DISK 26 H. D. 4,5"
5MHG22230051,"DISC 36 H. D.2,1 SP-MT"
5MHG22230057,FRONT. HUB
5MHG22230062,ADJUSTMENT BOLT
5MHG22230063,ARTICULATED ELEMENT
5MHG22230094,BEARING SUPPORT
5MHG22230142,4-ROW SPINDLE L.800
5MHG22230192,DISK 20 HOLES D.3-5 SP
5MHG22230193,DISK 72 HOLES D.1-1 SP
5MHG22230194,DISK 72 HOLES D.0-5 SP
5MHG22230195,DISK 72 HOLES D.0-8 SP
5MHG22230196,DISK 36 HOLES D.1-5 SP
5MHG22230197,DISK 36 HOLES D.3-5 SP
5MHG22230198,"DISC 72 H. D. 3,5"
5MHG22230199,DISK 36 HOLES D.4-5 SP
5MHG22230203,"DISC 20 H. D. 2,5"
5MHG22230205,DISK 20 H. D.7-0 PEAN..SP
5MHG22230213,DISK 72 HOLES D.2-1 SP
5MHG22230217,DISK 36 HOLES D.5-5 SP
5MHG22230249,DISK 26 HOLES D 3-5 SP
